full_date,date,weekday,time,mood,activities,note_title,note
2020-03-27,Mar 27,Friday,2:12 AM,okay,friends | reading | gaming,"","Walked to elementary school, Jude found out, didn’t get much from Caitlin, late night talk about Joey made me feel better "
2020-03-26,Mar 26,Thursday,9:09 PM,bad,friends | reading | gaming,"","Depress day, watched Avengers, talked with Kyan, I am so screwed"
2020-03-25,Mar 25,Wednesday,11:44 PM,bad,friends | reading | gaming | school | dming caitlin,"","No good moments with Cait, she’s been talking to Josh and something might happen, telling Kyan about everything, crying all night, stayed up with Trevor,Issac, and Dakota, midnight Dew"
2020-03-24,Mar 24,Tuesday,11:49 PM,okay,family | friends | reading | gaming | school | dming caitlin,"","More of mic eating video, nothing very eventful,"
2020-03-23,Mar 23,Monday,11:19 PM,okay,friends | reading | gaming | school | dming caitlin,"","First day of online learning, Caitlin wants me to be there when Josh is there, movie night bust saw Cait in vc with Josh, Caitlin dmed me at night about divination stuff, side note why is Kyan talking to me so much?; I ALMOST FORGOT, THE GUY EATING THE MIC VIDEO"
2020-03-22,Mar 22,Sunday,11:18 PM,okay,family | friends | gaming | dming caitlin,"","Pissed off Ian, uncle Michael college talk, Vons job Mom mad, fun bed Wars with Caitlin, scribble Io"
2020-03-21,Mar 21,Saturday,2:11 AM,okay,family | friends | gaming | dming caitlin,"","woke up at 4:20 talked to Kyan for 40 mins, Josh joins Cait’s server feel like chopped liver, crying in bed, baseball w/ Dad, Dylan’s B-Day, long talk with Kyla, bed Wars and now she favors me over Josh??"
2020-03-20,Mar 20,Friday,11:07 PM,good,friends | gaming | dming caitlin,"","Math 3H class session, bed Wars, Caitlin stressed with Dad being home,  chat with Joey about college and me being vague about plan "
2020-03-19,Mar 19,Thursday,9:40 PM,okay,family | friends | gaming | dming caitlin,"","Cock blocked by Gavin Newsom, Corona panic, bedwars with Brianna and Kyan, another guy hitting on Caitlin"
2020-03-18,Mar 18,Wednesday,11:55 PM,okay,friends | gaming | dming caitlin,"","Playing BitLife, movie night, Edward limiting Caitlin in his server, Cait’s Dad moving back in"
2020-03-17,Mar 17,Tuesday,11:08 PM,meh,friends | gaming | dming caitlin,"","Caitlin had a bad day, first Skype call, duels w/ Issac, "
2020-03-16,Mar 16,Monday,11:32 PM,rad,friends | reading | gaming | dming caitlin,"","Love and personality quiz, giant discord call steaming bed wars, looking at Kpop girls, we are on better footing today "
2020-03-15,Mar 15,Sunday,12:09 AM,rad,friends | gaming | jackbox  | dming caitlin | ultimate frisbee,"","Church god is shaping your character and helping with big decisions, ultimate frisbee made some contested catches, drove Cameron and Kyan home, kpop vids with Cait, Cait starting new server and appreciates the help"
2020-03-14,Mar 14,Saturday,10:39 PM,okay,family | friends | gaming | dming caitlin,"","Practice Gov test, Walmart and Chipotle w/ Mom, Jude’s got problems, My “type” thanks for trying to hook me up, Sad night"
2020-03-13,Mar 13,Friday,10:52 PM,good,friends | gaming | school | dming caitlin,"","Pie day to Kyan and Cait, Trevor’s house, dinner at Vietnamese place "
2020-03-12,Mar 12,Thursday,10:59 PM,good,family | reading | gaming | school | dming caitlin,"","All outside school activities canceled, raining tried getting escorted, I guess I’m the guy Caitlin goes to for family problems "
2020-03-11,Mar 11,Wednesday,11:14 PM,okay,friends | reading | gaming | school | dming caitlin,"","Corona is actually scary?, Cait finished essay, watched some Kpop videos with her"
2020-03-10,Mar 10,Tuesday,10:40 PM,okay,friends | gaming | school | dming caitlin,"","Thinking about her a lot having doubts but then I talked with her and made me realize how much I need her, chocolate Strawberries "
2020-03-09,Mar 9,Monday,9:02 PM,meh,friends | reading | school | dming caitlin,"","Really tired first part of day, no good moments or anything significant, found BarnesNoble job?"
2020-03-08,Mar 8,Sunday,10:46 PM,okay,friends | gaming | dming caitlin | ultimate frisbee,"","3 flags up w/ frisbee, master procrastinator, Cait ranting to Will in vc "
2020-03-07,Mar 7,Saturday,9:43 PM,okay,family | friends | gaming | dming caitlin,"","Internet shut off because job, over whelmed, Cait saved the day. Pizza delivery "
2020-03-06,Mar 6,Friday,11:05 PM,okay,family | friends | gaming | school | dming caitlin,"","Not as much time with Caitlin, First time confession "
2020-03-05,Mar 5,Thursday,11:13 PM,good,family | friends | gaming | school | dming caitlin,"","Hand sanitizer, getting zapped, drove Cait to internship, Shredded tire, the usual vc 😉"
2020-03-04,Mar 4,Wednesday,11:03 PM,okay,family | friends | reading | gaming | school | dming caitlin,"","Falling asleep in car Katie getting stitches off, after school me Caitlin Huy and Josh, Kpop house videos, She played Falling For You and asked if I was listening "
2020-03-03,Mar 3,Tuesday,11:05 PM,good,friends | reading | gaming | school | dming caitlin,"","Half day, talked to Caitlin between 5th and 6th, back to school night article, Dewed up saying a lot of crap, Realized Caitlin makes me a better person, voted, trolling Jos and Ian in political chat, Gordon Ramsey video and 1on1 vc with cait + group kpop vc"
2020-03-02,Mar 2,Monday,11:11 PM,good,family | friends | reading | gaming | school | dming caitlin,"","Open house good talk with Quinn, never had Ramen, Gordon Ramsay videos with Caitlin and others "
2020-03-01,Mar 1,Sunday,11:13 PM,good,friends | gaming | dming caitlin,"","Kinda high when I woke up jumping on bed, Church podcast and walk; focus on putting God first, one of the best vc’s ever with Caitlin; talked about politics listened to music(Wasted Summer), and she saw the noredink I did 🥺💛"
2020-02-29,Feb 29,Saturday,11:18 PM,okay,friends | reading | gaming | dming caitlin,"","2 minute Dew + another one, cleaning mood and really Dewed up, almost went out for Ice Cream, Caitlin drunk almost had to drive out there, Catholicism, Kyan’s essay to Jude "
2020-02-28,Feb 28,Friday,11:23 PM,okay,friends | gaming | school | dming caitlin,"","Bit lonesome at school w/ no Zach or Huy, Cait and Kyan are talking about a get together without me"
2020-02-27,Feb 27,Thursday,7:44 PM,okay,friends | reading | gaming | school | dming caitlin,"","Feeling kinda sick, Baylor off the list, Caitlin goes wack pops off at Jude and thinks she’s using me"
2020-02-26,Feb 26,Wednesday,11:05 AM,meh,friends | school | dming caitlin,"","Call with Grandma, Baylor and Mom extra class decision, trust my heart?"
2020-02-25,Feb 25,Tuesday,10:34 PM,okay,friends | reading | school | dming caitlin,"","Talked to Caitlin before school and in between 1st and 2nd, vc while she was at Starbucks PSAT convo, I got tired and feelings felt bad, then Caitlin got big depresso, also she had argument with Edward"
2020-02-24,Feb 24,Monday,11:42 PM,good,family | friends | reading | dming caitlin,"","Confident mood at school, college argument w/ Mom, depressed Caitlin sent encouraging message, helped Caitlin with homework going late at night "
2020-02-23,Feb 23,Sunday,10:20 PM,okay,family | friends | gaming | dming caitlin,"","Traveling first half of day (sucked), feels really good to be back home, fun vcs especially with Caitlin during homework "
2020-02-22,Feb 22,Saturday,10:16 PM,okay,family | dming caitlin,"","Art museum, Bucks Game, Caitlin depressed stage most of day"
2020-02-21,Feb 21,Friday,9:05 PM,okay,family | dming caitlin,"","Marquette visit, college conflict, Caitlin very talkative second half"
2020-02-20,Feb 20,Thursday,10:40 PM,okay,family | reading | dming caitlin,"","Travel day to Wisconsin, Caitlin is probably BiPolar 😬"
2020-02-19,Feb 19,Wednesday,9:34 PM,good,relax | friends | gaming | dming caitlin,"","Lot of time hanging out with Caitlin, and I thought she was sending a pickup line to Josh which was a really bad assumption "
2020-02-18,Feb 18,Tuesday,10:15 AM,okay,family | friends | movie | gaming | dming caitlin,"","Lot of time chilling with Caitlin, phone call w/ home phone, walk with Mom, Rom Com movie, late night talk with Huy"
2020-02-17,Feb 17,Monday,11:46 PM,okay,family | friends | movie | gaming | dming caitlin,"","Lot of chilling, walking at the park, decent amount of time with Caitlin in vc, saw Ford v Farari"
2020-02-16,Feb 16,Sunday,9:04 PM,rad,friends | party | gaming | dming caitlin | ultimate frisbee,"","Birthday party! Ultimate frisbee, lunch,CTF,Mafia,Knockout,Cards"
2020-02-15,Feb 15,Saturday,10:06 PM,good,friends | gaming | jackbox  | ultimate frisbee,"","Park with girls tennis and Dew shots, Jude and Trevor relationship advice, Just Another Girl song is so obvious now "
2020-02-14,Feb 14,Friday,10:08 PM,good,friends | reading | gaming | school,"","Good amount of energy at school, becoming friends with Kyan, in vc with the girls, bedwars, Fortnite with the boys"
2020-02-13,Feb 13,Thursday,9:49 PM,okay,family | friends | reading | gaming | school,"","Resnik vs Scardino library, showed Cait Edwad, very productive in Stinger, Caitlin called and was doing very poorly"
2020-02-12,Feb 12,Wednesday,9:44 PM,okay,family | friends | reading | gaming | school,"","Caitlins B-day, Molly’s compliment “at least you got to spend a couple hours with Donny”, talk with Kyan"
2020-02-11,Feb 11,Tuesday,1:19 AM,good,friends | reading | gaming | school,"","B-Day, Kyans gift, aced math test, Jude’s Dews, won a lot of Hunger Games, wrapped her gift, and Caitlin ran away"
2020-02-10,Feb 10,Monday,8:48 PM,meh,family | friends | reading | gaming | dming caitlin,"","Stayed home sick, Hunger Games leaderboard, anti-Dewed up, Seal Team Bed Wars game 😉, Just Another Girl"
2020-02-09,Feb 9,Sunday,8:42 PM,okay,family | friends | reading | gaming,"","Bed Wars w/ Cait,Dylan,Will, Sick, Costco and Bestbuy, Sky Wars video "
2020-02-08,Feb 8,Saturday,12:43 AM,good,friends | party | reading | gaming | dming caitlin,"","Finished Bed Wars video, Jacks B-Day party"
2020-02-07,Feb 7,Friday,12:18 AM,good,family | friends | gaming | school | jackbox  | dming caitlin,"","Fake stats quiz, decent day at school, bedwars and Rim world with Caitlin"
2020-02-06,Feb 6,Thursday,10:43 PM,okay,friends | reading | gaming | school | dming caitlin,"","Stats test, lots of gaming, feeling high, Edward ranting "
2020-02-05,Feb 5,Wednesday,10:51 PM,good,friends | reading | school | dming caitlin,"","Video editing, talked with Caitlin vc and at lunch, little sketch about feelings"
2020-02-04,Feb 4,Tuesday,10:40 PM,good,friends | reading | gaming | school | dming caitlin,"","Expelliarmus presentation, Caitlin was talking about how she is forgiving Josh, new editing software"
2020-02-03,Feb 3,Monday,10:10 PM,okay,friends | reading | school,"","First two periods of school boring af, Iowa Voting, I might be over it now"
2020-02-02,Feb 2,Sunday,10:27 PM,good,family | friends | reading | gaming | ultimate frisbee,"","Ultimate frisbee, Chiefs won SB, Chen’s two crushes "
2020-02-01,Feb 1,Saturday,11:19 PM,good,friends | gaming,"","Lots of Minecraft, MTN Dew w/ chipotle, lot of fun with friends, hunger games video 😂, Seguarzo virus"
2020-01-31,Jan 31,Friday,11:26 PM,meh,friends | gaming | school | jackbox  | dming caitlin,"","Big depress at school, Talked to Zach, finally resolved it with Caitlin "
2020-01-30,Jan 30,Thursday,6:21 AM,meh,friends | gaming | school,"","Tried power throughing, library with Trevor, She wants to join Ow server, I don’t think I’m ready"
2020-01-29,Jan 29,Wednesday,8:06 PM,bad,friends | reading | gaming | school,"","Every time I saw her was bad news bears, library with Trevor,Joey,Huy "
2020-01-28,Jan 28,Tuesday,8:02 PM,bad,friends | reading | gaming | school,"","Fallout from yesterday, feel the need to isolate"
2020-01-27,Jan 27,Monday,6:26 AM,okay,friends | reading | gaming | school | dming caitlin,"","Good mood beginning, tired starting 6th, Caitlin got really mad at Jude and I"
2020-01-26,Jan 26,Sunday,11:39 PM,meh,friends | reading | gaming | dming caitlin,"","Watched the office for a while, ended up talking to Caitlin late at night about what happened"
2020-01-25,Jan 25,Saturday,10:52 PM,bad,friends | reading | gaming,"","The crush was Dylan, messages from Caitlin to Jude, I need to let go again but me more honest, It’s so hard to"
2020-01-24,Jan 24,Friday,10:14 PM,okay,friends | gaming | school | jackbox  | dming caitlin,"","After a couple comments she said I think she might actually be catching feelings, I think I need to shut down those thoughts but what if?, still really conflicted, played bed Wars with her. Big night; I got led on to believe she was talking about me. Big set back"
2020-01-23,Jan 23,Thursday,9:58 PM,okay,friends | reading | school | dming caitlin,"","Dating advice channel, told Jones stuff, English forum about my “problem”, still feeling kinda conflicted but still on the side of not letting feelings grow"
2020-01-22,Jan 22,Wednesday,10:46 PM,okay,friends | gaming | school | dming caitlin,"","First day of gov, Minecraft and logs, I might be falling for her again 😐, maybe if I never admit it to myself it won’t be real"
2020-01-21,Jan 21,Tuesday,9:25 PM,okay,friends | gaming | ultimate frisbee,"","Ultimate Frisbee and some Minecraft. Feelings came back a little today after seeing Zach and Pranesh with their girlfriends "
